adid,bkid
1172,4957
633,4959
629,4961
1173,4962
592,4963
1074,4964
689,4966
598,4969
608,4971
626,4972
1177,4974
690,4977
1164,4979
746,4984
631,4985
610,4988
598,4991
601,5057
685,5082
704,5113
1176,5115
704,5117
882,5148
111,5170
142,5205
18,5227
386,5230
1096,5234
903,5236
142,5239
1078,5240
556,5241
929,5243
33,5246
31,5247
522,5248
102,5249
556,5255
569,5256
134,5259
98,5261
220,5266
270,5268
357,5271
749,5273
687,5276
339,5280
502,5287
549,5291
306,5295
435,5299
1189,5304
26,5306
255,5307
618,5309
319,5314
571,5318
301,5322
1061,5323
169,5324
665,5326
543,5328
478,5329
1192,5331
661,5337
877,5338
308,5339
581,5341
381,5344
570,5351
848,5355
304,5358
438,5359
169,5360
530,5362
690,5363
1016,5365
152,5366
142,5369
290,5372
29,5375
1195,5376
806,5378
1150,4121
83,4130
288,4146
291,4147
80,4216
312,4266
520,4341
1001,4642
423,4407
436,4467
681,4508
774,4552
453,4601
655,4837
937,4841
792,4854
406,4858
835,4869
1039,4870
1074,4884
707,4889
13,4897
682,4910
678,4917
1168,5755
709,4947
668,4965
621,4999
1155,5000
1181,5011
589,5045
401,5071
687,5086
685,5102
751,5118
665,5122
590,5129
622,5147
764,5198
256,5206
226,5238
316,5264
729,5284
502,5327
490,5342
104,5382
540,5389
57,5390
381,5393
160,5394
261,5395
1036,5396
165,5397
102,5398
143,5404
309,5405
1033,5409
981,5411
478,5413
1056,5414
680,5416
622,5422
1011,5427
587,5428
153,5430
164,5434
1011,5435
270,5436
495,5442
41,5447
161,5451
101,5457
958,5460
309,5461
291,5469
353,5470
531,5474
1078,5476
217,5482
174,5488
85,5489
478,5490
1032,5492
931,5494
381,5495
556,5496
141,5504
96,5505
34,5507
1033,5512
573,5514
141,5516
1018,5518
260,5519
1136,5520
174,5524
510,5529
1077,5533
279,5536
556,5541
310,5542
94,5543
355,5544
36,5545
1062,5548
47,5549
918,5550
424,5551
310,5552
1139,5553
426,5556
616,5557
557,5558
142,5560
690,5563
1199,5565
122,5566
1136,5567
1137,5568
793,5569
540,5570
621,5571
882,5573
742,5577
1200,5578
833,5582
142,5584
33,5588
169,5589
381,5591
749,5594
452,5596
439,5598
29,5600
339,5602
514,5603
552,5605
276,5606
1016,5607
195,5610
1080,5611
436,5615
145,5616
1080,5617
902,5618
683,5628
1011,5629
144,5630
127,5632
600,5635
937,5637
179,5638
102,5644
117,5645
810,5648
98,5649
103,5650
104,5654
915,5655
33,5660
278,5661
873,5664
1032,5666
143,5667
506,5669
848,5676
169,5677
796,5680
187,5681
1035,5682
685,5684
570,5685
102,5692
303,5695
354,5699
160,5709
305,5716
572,5718
690,5723
187,5730
685,5735
347,5745
768,5746
520,5748
899,5749
571,5751
354,5752
668,5759
391,4458
723,4459
806,4474
666,4479
712,4481
665,4482
327,4484
391,4487
792,4491
17,4619
699,4645
670,4648
383,4650
669,4651
666,4656
661,4657
394,4663
487,4674
829,4675
787,4676
478,4677
700,4678
672,4716
1074,4745
487,4747
775,4748
700,4750
665,4751
1003,4752
389,4753
1003,4754
695,4755
710,4781
710,4782
717,4810
440,4811
679,4813
1074,4814
937,4819
699,4829
775,4838
1039,4888
1038,4909
698,4960
329,5001
678,5109
806,5143
678,5228
1198,5486
513,5509
937,5523
431,5528
546,5531
587,5574
167,5575
239,5585
1193,5604
727,5619
1072,5671
498,5688
892,5690
181,5691
161,5703
419,5705
431,5741
506,5744
718,5758
1168,5762
1206,5763
1206,5764
709,5765
52,5767
668,5769
674,5771
674,5773
1206,5774
668,5775
1206,5776
1180,5779
1180,5781
674,5782
1205,5783
1074,5784
665,5785
718,5787
1168,5788
718,5789
553,5791
1163,5794
666,5796
1207,5797
714,5800
713,5801
718,5803
687,5804
720,5805
791,5806
665,5811
13,5818
723,5821
752,5825
714,5831
685,5832
711,5834
1126,5838
685,5839
669,5840
1172,5841
1163,5842
707,5843
1126,5845
670,5849
711,5850
1214,5851
721,5852
13,5857
711,5858
710,5859
710,5860
1165,5862
749,5863
720,5865
712,5868
705,5871
1074,5872
719,5874
1215,5875
677,5877
687,5878
688,5879
677,5880
1074,5887
713,5888
683,5890
1074,5891
688,5892
1180,5894
708,5897
713,5901
685,5902
705,5903
1163,5904
707,5905
1176,5906
1165,5908
719,5909
689,5911
665,5913
722,5914
718,5916
1074,5918
707,5924
703,5925
703,5935
677,5942
1125,5947
693,5950
711,5951
668,5953
703,5957
1208,5958
1218,5960
1074,5961
1207,5962
1219,5963
1074,5964
718,5965
1074,5967
665,5968
1074,5975
704,5979
1072,5982
1173,5989
1219,5992
691,5995
1222,5996
1217,5999
677,6002
677,6003
705,6007
101,6009
1011,6014
29,6019
220,6025
240,6034
179,6039
685,6050
75,6071
1168,6240
401,6288
1238,6296
671,6346
584,6372
1074,6387
703,6428
13,6438
1126,6506
718,6526
1256,6592
1266,6605
1192,6638
719,6643
387,6665
1273,6697
384,6704
1238,6708
1272,6718
696,6377
695,6381
691,6384
718,6389
665,6399
722,6421
722,6422
126,6423
677,6433
1176,6437
1180,6446
626,6448
696,6457
1216,6461
710,6470
694,6473
713,6484
626,6489
1160,6491
626,6495
631,6507
707,6508
631,6515
710,6518
703,6519
1126,6522
605,6523
1220,6588
680,6607
670,6635
1165,6640
691,6642
1237,6662
327,6672
729,6674
1237,6689
690,6694
1074,6698
396,6709
693,6716
709,6553
705,6554
13,6555
670,6556
1266,6580
1266,6585
1264,6595
692,6597
1263,6602
1267,6604
1165,6612
705,6613
691,6614
718,6615
29,6616
670,6617
670,6618
719,6619
1225,6624
1220,6625
1266,6628
719,6639
709,6645
13,6656
672,6657
711,6658
1270,6659
718,6675
661,6677
780,6678
381,6684
578,6687
683,6690
1272,6691
780,6692
1168,6693
661,6699
658,6711
685,6713
1180,6563
703,6565
1225,6567
29,6569
1176,6571
1192,6573
684,6575
1216,6577
126,6589
683,6590
1222,6594
670,6622
1176,6627
1074,6632
680,6636
1214,6641
723,6646
436,6660
396,6664
1271,6670
1271,6679
709,6685
783,6686
1038,6695
389,6703
669,6705
1017,4504
689,4510
718,4517
478,4518
801,4519
391,4522
391,4525
391,4528
705,4530
718,4532
666,4533
779,4543
1002,4546
435,4548
672,4549
1158,4551
1158,4551
655,4551
384,4555
689,4558
783,4560
714,4561
780,4571
689,4698
801,4705
578,4771
704,4840
394,4859
381,4861
660,4862
683,4866
391,4867
1074,4868
801,4872
774,4874
722,4877
440,4882
937,4883
783,4886
884,4887
436,4892
436,4893
407,4896
789,4898
884,4899
678,4904
705,4911
806,4918
702,4919
1074,4921
706,4970
619,4989
605,4992
749,4996
1179,5007
665,5024
598,5025
665,5034
628,5041
598,5043
1183,5059
666,5062
611,5072
688,5074
705,5075
685,5077
1171,5078
621,5091
1168,5093
1155,5096
1171,5104
1179,5105
685,5110
679,5114
1074,5127
681,5128
682,5132
160,5133
360,5138
178,5139
220,5149
243,5151
342,5155
71,5157
98,5158
142,5161
1137,5164
34,5171
810,5172
112,5174
220,5175
306,5177
1058,5185
373,5190
47,5193
768,5194
796,5199
1101,5201
1074,5203
574,5204
690,5207
240,5210
135,5211
166,5215
133,5216
806,5218
360,5220
587,5401
502,5406
283,5412
163,5421
901,5431
319,5441
690,5445
1032,5465
348,5675
1203,5702
1032,5707
756,5712
552,5713
1062,5726
153,5729
355,5731
1168,5753
665,5772
688,5929
1220,5969
677,5978
703,5983
1222,5985
668,5994
719,5998
236,6011
701,6029
178,6043
278,6051
283,6052
799,6073
19,509
98,6080
100,6081
141,6083
278,6087
1137,6088
291,6090
1223,6091
312,6092
353,6100
387,6104
387,6106
717,6109
801,6110
681,6114
681,6117
377,6122
901,6124
522,6129
533,6130
780,6137
780,6141
1227,6142
1177,6146
1168,6152
680,6153
1074,6154
721,6157
608,943
1205,6194
1237,6212
1238,6221
1239,6222
1237,6223
1242,6227
1243,6231
714,6237
1166,6238
13,6242
1074,6249
391,6251
685,6253
623,6256
1249,6271
327,6274
578,6275
1238,6277
327,6278
1166,6279
584,6280
